"#	hydrophobicity_PRAM900101.Tr1221	hydrophobicity_PRAM900101.Tr1331	hydrophobicity_PRAM900101.Tr2332	hydrophobicity_ARGP820101.Tr1221	hydrophobicity_ARGP820101.Tr1331	hydrophobicity_ARGP820101.Tr2332	hydrophobicity_ZIMJ680101.Tr1221	hydrophobicity_ZIMJ680101.Tr1331	hydrophobicity_ZIMJ680101.Tr2332	hydrophobicity_PONP930101.Tr1221	hydrophobicity_PONP930101.Tr1331	hydrophobicity_PONP930101.Tr2332	hydrophobicity_CASG920101.Tr1221	hydrophobicity_CASG920101.Tr1331	hydrophobicity_CASG920101.Tr2332	hydrophobicity_ENGD860101.Tr1221	hydrophobicity_ENGD860101.Tr1331	hydrophobicity_ENGD860101.Tr2332	hydrophobicity_FASG890101.Tr1221	hydrophobicity_FASG890101.Tr1331	hydrophobicity_FASG890101.Tr2332	normwaalsvolume.Tr1221	normwaalsvolume.Tr1331	normwaalsvolume.Tr2332	polarity.Tr1221	polarity.Tr1331	polarity.Tr2332	polarizability.Tr1221	polarizability.Tr1331	polarizability.Tr2332	charge.Tr1221	charge.Tr1331	charge.Tr2332	secondarystruct.Tr1221	secondarystruct.Tr1331	secondarystruct.Tr2332	solventaccess.Tr1221	solventaccess.Tr1331	solventaccess.Tr2332"
"gi|609403|gb|AAB67753.1|	0.26649746192893403	0.18274111675126903	0.22081218274111675	0.26903553299492383	0.22081218274111675	0.19543147208121828	0.21573604060913706	0.29441624365482233	0.1065989847715736	0.20558375634517767	0.27918781725888325	0.1548223350253807	0.3426395939086294	0.12690355329949238	0.07614213197969544	0.2918781725888325	0.2233502538071066	0.1598984771573604	0.20050761421319796	0.25888324873096447	0.21065989847715735	0.2715736040609137	0.24619289340101522	0.19796954314720813	0.2182741116751269	0.21573604060913706	0.25380710659898476	0.26903553299492383	0.2131979695431472	0.23096446700507614	0.19796954314720813	0.04568527918781726	0.17258883248730963	0.23857868020304568	0.25888324873096447	0.15228426395939088	0.2868020304568528	0.21573604060913706	0.16243654822335024"
"sp|P06367|RS14A_YEAST	0.25	0.17647058823529413	0.23529411764705882	0.27205882352941174	0.13970588235294118	0.14705882352941177	0.19852941176470587	0.2426470588235294	0.04411764705882353	0.20588235294117646	0.20588235294117646	0.22058823529411764	0.3088235294117647	0.11764705882352941	0.029411764705882353	0.3161764705882353	0.22794117647058823	0.18382352941176472	0.17647058823529413	0.27941176470588236	0.14705882352941177	0.27941176470588236	0.25	0.16911764705882354	0.22058823529411764	0.20588235294117646	0.25	0.3161764705882353	0.22794117647058823	0.19117647058823528	0.25735294117647056	0.03676470588235294	0.11029411764705882	0.2426470588235294	0.16911764705882354	0.15441176470588236	0.3088235294117647	0.22794117647058823	0.11764705882352941"
"sp|P06709|BIRA_ECOLI	0.19375	0.221875	0.2625	0.21875	0.26875	0.16875	0.15625	0.3375	0.0875	0.184375	0.3	0.184375	0.35625	0.153125	0.065625	0.215625	0.25625	0.209375	0.1375	0.290625	0.21875	0.31875	0.15625	0.1625	0.246875	0.2375	0.184375	0.3	0.1375	0.18125	0.165625	0.0375	0.1875	0.2	0.28125	0.15625	0.3375	0.1875	0.078125"
"gi|1167843|emb|CAA34360.1|	0.24018475750577367	0.21478060046189376	0.23094688221709006	0.3094688221709007	0.19861431870669746	0.19399538106235567	0.25635103926096997	0.2702078521939954	0.10854503464203233	0.18706697459584296	0.2956120092378753	0.17321016166281755	0.3741339491916859	0.15011547344110854	0.07621247113163972	0.22863741339491916	0.2586605080831409	0.17321016166281755	0.13856812933025403	0.302540415704388	0.22170900692840648	0.2909930715935335	0.19399538106235567	0.15704387990762125	0.21939953810623555	0.24942263279445728	0.21478060046189376	0.2863741339491917	0.18013856812933027	0.17090069284064666	0.20785219399538107	0.03464203233256351	0.18244803695150116	0.23094688221709006	0.2632794457274827	0.17551963048498845	0.3094688221709007	0.18475750577367206	0.14549653579676675"
"sp|P06745|G6PI_MOUSE	0.2639138240574506	0.20466786355475763	0.21723518850987433	0.23877917414721722	0.2513464991023339	0.17235188509874327	0.22082585278276481	0.3016157989228007	0.10053859964093358	0.1992818671454219	0.29443447037701975	0.14542190305206462	0.3231597845601436	0.1490125673249551	0.09156193895870736	0.26032315978456017	0.2513464991023339	0.16337522441651706	0.16696588868940754	0.3016157989228007	0.17055655296229802	0.289048473967684	0.19210053859964094	0.2118491921005386	0.19569120287253142	0.24416517055655296	0.23877917414721722	0.27289048473967686	0.17235188509874327	0.23159784560143626	0.18491921005385997	0.02333931777378815	0.17953321364452424	0.22980251346499103	0.22262118491921004	0.17594254937163376	0.28186714542190305	0.1992818671454219	0.1867145421903052"
"sp|P07017|MCP2_ECOLI	0.2717391304347826	0.17391304347826086	0.2210144927536232	0.29347826086956524	0.17391304347826086	0.16847826086956522	0.16847826086956522	0.27355072463768115	0.057971014492753624	0.23007246376811594	0.24094202898550723	0.17572463768115942	0.3713768115942029	0.08876811594202899	0.06884057971014493	0.27898550724637683	0.18840579710144928	0.19202898550724637	0.13768115942028986	0.3079710144927536	0.15217391304347827	0.338768115942029	0.14673913043478262	0.1358695652173913	0.213768115942029	0.2028985507246377	0.2608695652173913	0.33695652173913043	0.14130434782608695	0.14130434782608695	0.1503623188405797	0.016304347826086956	0.18297101449275363	0.25905797101449274	0.2608695652173913	0.11594202898550725	0.266304347826087	0.2028985507246377	0.1793478260869565"
"sp|P07250|IPMK_YEAST	0.2514124293785311	0.2175141242937853	0.17231638418079095	0.2062146892655367	0.2514124293785311	0.12994350282485875	0.18926553672316385	0.2796610169491525	0.0903954802259887	0.1807909604519774	0.3107344632768362	0.0903954802259887	0.3531073446327684	0.11016949152542373	0.05649717514124294	0.22598870056497175	0.2598870056497175	0.12429378531073447	0.14689265536723164	0.3333333333333333	0.12994350282485875	0.20903954802259886	0.1638418079096045	0.1694915254237288	0.1497175141242938	0.2514124293785311	0.2175141242937853	0.20903954802259886	0.14689265536723164	0.1864406779661017	0.17231638418079095	0.031073446327683617	0.2570621468926554	0.18926553672316385	0.24858757062146894	0.14689265536723164	0.2853107344632768	0.1864406779661017	0.18361581920903955"
"sp|P07335|KCRB_RAT	0.2394736842105263	0.21052631578947367	0.2236842105263158	0.25263157894736843	0.23684210526315788	0.1736842105263158	0.21578947368421053	0.3	0.10526315789473684	0.1763157894736842	0.3	0.15526315789473685	0.38421052631578945	0.12368421052631579	0.06578947368421052	0.21842105263157896	0.26842105263157895	0.16578947368421051	0.14473684210526316	0.3157894736842105	0.19210526315789472	0.2736842105263158	0.20526315789473684	0.19473684210526315	0.20526315789473684	0.25	0.21578947368421053	0.28421052631578947	0.1631578947368421	0.23684210526315788	0.1736842105263158	0.02368421052631579	0.20789473684210527	0.20789473684210527	0.25	0.15526315789473685	0.2868421052631579	0.2026315789473684	0.1631578947368421"
"sp|P07814|SYEP_HUMAN	0.2468563864990073	0.21244209133024486	0.20251489080079418	0.27332892124420916	0.21244209133024486	0.17736598279285243	0.2514890800794176	0.26604897418927864	0.10655195234943746	0.18795499669093316	0.31634679020516215	0.1257445400397088	0.35076108537392453	0.13898080741230973	0.071475843812045	0.24487094639311713	0.2561217736598279	0.1442753143613501	0.15949702183984116	0.3183322303110523	0.171409662475182	0.2739907346128392	0.19457313037723362	0.1972203838517538	0.1912640635340834	0.25082726671078753	0.2243547319655857	0.2640635340833885	0.15949702183984116	0.23229649238914626	0.19324950363997354	0.042356055592322965	0.1972203838517538	0.24818001323626737	0.23957643944407678	0.1442753143613501	0.2984778292521509	0.18596955658504302	0.16082064857710127"
"sp|P08037|B4GT1_BOVIN	0.18952618453865336	0.18453865336658354	0.27680798004987534	0.2194513715710723	0.26184538653366585	0.20698254364089774	0.1745635910224439	0.341645885286783	0.12718204488778054	0.1745635910224439	0.30174563591022446	0.17955112219451372	0.3690773067331671	0.13216957605985039	0.06234413965087282	0.18952618453865336	0.2793017456359102	0.17206982543640897	0.13216957605985039	0.2743142144638404	0.22693266832917705	0.2743142144638404	0.2169576059850374	0.16957605985037408	0.2518703241895262	0.22942643391521197	0.16957605985037408	0.26184538653366585	0.1596009975062344	0.22693266832917705	0.18703241895261846	0.022443890274314215	0.11221945137157108	0.18703241895261846	0.26932668329177056	0.1770573566084788	0.22194513715710723	0.23192019950124687	0.15211970074812967"
"sp|P08183|MDR1_HUMAN	0.20875684128225175	0.18451915559030493	0.2541047693510555	0.25254104769351055	0.22048475371383894	0.1970289288506646	0.20093823299452698	0.3158717748240813	0.0985144644253323	0.17357310398749023	0.28225175918686474	0.17982799061767005	0.32212666145426117	0.1493354182955434	0.09304143862392494	0.2181391712275215	0.21579358874120408	0.21970289288506645	0.14073494917904614	0.28850664581704455	0.18295543393275998	0.2955433932759969	0.19077404222048475	0.16497263487099295	0.25645035183737297	0.20562939796716184	0.19859265050820954	0.29632525410476934	0.17748240813135263	0.1782642689601251	0.1704456606724003	0.028146989835809225	0.15011727912431588	0.24315871774824083	0.21344800625488664	0.1712275215011728	0.27443315089913994	0.1962470680218921	0.11884284597341674"
"sp|P09546|PUTA_ECOLI	0.25018953752843065	0.17134192570128887	0.2494313874147081	0.26383623957543595	0.21304018195602728	0.19484457922668688	0.1599696739954511	0.31387414708112205	0.08642911296436695	0.2486732373009856	0.2577710386656558	0.18423047763457165	0.3934799090219864	0.10462471569370735	0.06823351023502654	0.2577710386656558	0.22744503411675512	0.18119787717968158	0.13191811978771797	0.2971948445792267	0.20090978013646701	0.34495830174374525	0.1683093252463988	0.16603487490523122	0.24184988627748294	0.2001516300227445	0.2395754359363154	0.3169067475360121	0.13874147081122062	0.1956027293404094	0.1508718726307809	0.026535253980288095	0.17513267626990145	0.22896133434420016	0.26156178923426837	0.1379833206974981	0.29112964366944655	0.2266868840030326	0.13040181956027294"
"sp|P09608|GAL1_KLULA	0.2250996015936255	0.23107569721115537	0.27689243027888444	0.22111553784860558	0.27091633466135456	0.17131474103585656	0.21115537848605578	0.3207171314741036	0.11354581673306773	0.14143426294820718	0.3784860557768924	0.14143426294820718	0.3426294820717131	0.1852589641434263	0.05776892430278884	0.21912350597609562	0.3047808764940239	0.19123505976095617	0.13745019920318724	0.32270916334661354	0.2051792828685259	0.31673306772908366	0.15737051792828685	0.17928286852589642	0.250996015936255	0.2689243027888446	0.199203187250996	0.3147410358565737	0.12749003984063745	0.20916334661354583	0.14940239043824702	0.0099601593625498	0.22310756972111553	0.250996015936255	0.1952191235059761	0.21115537848605578	0.28884462151394424	0.24900398406374502	0.16733067729083664"
"gi|4505029|ref|NP_000886.1|	0.20491803278688525	0.2098360655737705	0.27049180327868855	0.23278688524590163	0.2639344262295082	0.2081967213114754	0.20163934426229507	0.32786885245901637	0.12131147540983607	0.14918032786885246	0.3639344262295082	0.14262295081967213	0.3475409836065574	0.16557377049180327	0.08032786885245902	0.2262295081967213	0.27377049180327867	0.1901639344262295	0.13114754098360656	0.3163934426229508	0.19672131147540983	0.30491803278688523	0.21147540983606558	0.1737704918032787	0.260655737704918	0.2459016393442623	0.1885245901639344	0.2967213114754098	0.17704918032786884	0.2081967213114754	0.16065573770491803	0.036065573770491806	0.18524590163934426	0.27377049180327867	0.2360655737704918	0.16885245901639345	0.2540983606557377	0.23114754098360657	0.16065573770491803"
"gi|15672936|ref|NP_267110.1|	0.26897689768976896	0.19801980198019803	0.19636963696369636	0.30528052805280526	0.22277227722772278	0.13036303630363036	0.22442244224422442	0.2706270627062706	0.07920792079207921	0.23432343234323433	0.28217821782178215	0.1188118811881188	0.3580858085808581	0.132013201320132	0.039603960396039604	0.26567656765676567	0.22772277227722773	0.16666666666666666	0.15181518151815182	0.32838283828382836	0.1617161716171617	0.36468646864686466	0.15346534653465346	0.13366336633663367	0.19306930693069307	0.2079207920792079	0.2623762376237624	0.34983498349834985	0.14521452145214522	0.1419141914191419	0.15841584158415842	0.04785478547854786	0.25577557755775576	0.20627062706270627	0.26567656765676567	0.15346534653465346	0.33993399339933994	0.16831683168316833	0.12706270627062707"
"sp|P0A7E9|PYRH_ECOLI	0.2125	0.20833333333333334	0.25416666666666665	0.2833333333333333	0.20416666666666666	0.1875	0.2125	0.2833333333333333	0.1	0.225	0.2708333333333333	0.20833333333333334	0.44583333333333336	0.11666666666666667	0.06666666666666667	0.2	0.25416666666666665	0.2	0.09166666666666666	0.32916666666666666	0.23333333333333334	0.2708333333333333	0.17916666666666667	0.18333333333333332	0.25416666666666665	0.225	0.1875	0.26666666666666666	0.16666666666666666	0.19583333333333333	0.17083333333333334	0.0375	0.18333333333333332	0.21666666666666667	0.24166666666666667	0.14166666666666666	0.3125	0.22083333333333333	0.10833333333333334"
"sp|P0A7L0|RL1_ECOLI	0.2532188841201717	0.2317596566523605	0.22746781115879827	0.36909871244635195	0.16738197424892703	0.15021459227467812	0.33476394849785407	0.21888412017167383	0.09871244635193133	0.23605150214592274	0.26609442060085836	0.2017167381974249	0.4978540772532189	0.0815450643776824	0.03862660944206009	0.2317596566523605	0.2532188841201717	0.20600858369098712	0.12017167381974249	0.3605150214592275	0.21888412017167383	0.34763948497854075	0.16738197424892703	0.1630901287553648	0.2145922746781116	0.2532188841201717	0.24892703862660945	0.351931330472103	0.1459227467811159	0.18454935622317598	0.22317596566523606	0.02575107296137339	0.18025751072961374	0.2145922746781116	0.27896995708154504	0.1630901287553648	0.3776824034334764	0.1459227467811159	0.1072961373390558"
"sp|P0A7R5|RS10_ECOLI	0.19607843137254902	0.3137254901960784	0.16666666666666666	0.3627450980392157	0.19607843137254902	0.21568627450980393	0.2647058823529412	0.3333333333333333	0.0784313725490196	0.22549019607843138	0.30392156862745096	0.19607843137254902	0.45098039215686275	0.16666666666666666	0.049019607843137254	0.19607843137254902	0.37254901960784315	0.10784313725490197	0.11764705882352941	0.45098039215686275	0.16666666666666666	0.28431372549019607	0.1568627450980392	0.22549019607843138	0.14705882352941177	0.35294117647058826	0.17647058823529413	0.27450980392156865	0.14705882352941177	0.23529411764705882	0.24509803921568626	0.049019607843137254	0.22549019607843138	0.3137254901960784	0.20588235294117646	0.1568627450980392	0.38235294117647056	0.17647058823529413	0.12745098039215685"
"sp|P0A7V8|RS4_ECOLI	0.2780487804878049	0.25365853658536586	0.14146341463414633	0.3024390243902439	0.1951219512195122	0.17560975609756097	0.22439024390243903	0.28292682926829266	0.08780487804878048	0.25365853658536586	0.2682926829268293	0.15609756097560976	0.43414634146341463	0.08780487804878048	0.04878048780487805	0.25365853658536586	0.2780487804878049	0.11707317073170732	0.12682926829268293	0.40487804878048783	0.11707317073170732	0.2097560975609756	0.2	0.24878048780487805	0.13658536585365855	0.28780487804878047	0.24390243902439024	0.22439024390243903	0.16585365853658537	0.28292682926829266	0.2975609756097561	0.04878048780487805	0.1951219512195122	0.1902439024390244	0.2097560975609756	0.15121951219512195	0.375609756097561	0.15121951219512195	0.15609756097560976"
"sp|P0A7W7|RS8_ECOLI	0.2558139534883721	0.20930232558139536	0.27906976744186046	0.26356589147286824	0.18604651162790697	0.18604651162790697	0.24806201550387597	0.2558139534883721	0.11627906976744186	0.20155038759689922	0.29457364341085274	0.17829457364341086	0.3798449612403101	0.10077519379844961	0.05426356589147287	0.21705426356589147	0.26356589147286824	0.2248062015503876	0.17054263565891473	0.31007751937984496	0.17054263565891473	0.3178294573643411	0.20155038759689922	0.1937984496124031	0.24806201550387597	0.2248062015503876	0.24031007751937986	0.31007751937984496	0.16279069767441862	0.23255813953488372	0.2558139534883721	0.023255813953488372	0.16279069767441862	0.2713178294573643	0.2868217054263566	0.10077519379844961	0.3333333333333333	0.13953488372093023	0.13178294573643412"
"sp|P0A8M3|SYT_ECOLI	0.19656786271450857	0.23868954758190328	0.23400936037441497	0.25273010920436817	0.23244929797191888	0.19500780031201248	0.22932917316692666	0.29017160686427457	0.12168486739469579	0.18408736349453977	0.3166926677067083	0.17784711388455537	0.3712948517940718	0.14508580343213728	0.08268330733229329	0.20436817472698907	0.30265210608424337	0.15132605304212168	0.12324492979719189	0.34321372854914195	0.1731669266770671	0.24180967238689546	0.20748829953198128	0.2121684867394696	0.1996879875195008	0.2948517940717629	0.1684867394695788	0.24960998439937598	0.1747269890795632	0.24492979719188768	0.18408736349453977	0.0436817472698908	0.21684867394695787	0.25273010920436817	0.23712948517940718	0.1372854914196568	0.29329173166926675	0.2121684867394696	0.1419656786271451"
"sp|P0AAI4|FTSH_SHIFL	0.2534992223950233	0.17418351477449456	0.2006220839813375	0.27682737169517885	0.19906687402799378	0.14930015552099535	0.208398133748056	0.26749611197511663	0.07776049766718507	0.2130637636080871	0.24883359253499224	0.14152410575427682	0.343701399688958	0.1119751166407465	0.05598755832037325	0.2410575427682737	0.21461897356143078	0.16018662519440124	0.16174183514774496	0.2846034214618974	0.17107309486780714	0.27682737169517885	0.19906687402799378	0.18662519440124417	0.19440124416796267	0.19595645412130638	0.2379471228615863	0.28149300155520995	0.17884914463452567	0.20684292379471228	0.19440124416796267	0.03110419906687403	0.19906687402799378	0.20373250388802489	0.2534992223950233	0.14152410575427682	0.27993779160186627	0.18662519440124417	0.14774494556765164"
"sp|P0ADY3|RL14_ECOLI	0.2540983606557377	0.22131147540983606	0.1721311475409836	0.22131147540983606	0.13934426229508196	0.22950819672131148	0.19672131147540983	0.22950819672131148	0.13934426229508196	0.21311475409836064	0.2459016393442623	0.16393442622950818	0.28688524590163933	0.1557377049180328	0.05737704918032787	0.22950819672131148	0.2459016393442623	0.14754098360655737	0.19672131147540983	0.2786885245901639	0.16393442622950818	0.27049180327868855	0.1557377049180328	0.18032786885245902	0.18032786885245902	0.22950819672131148	0.2459016393442623	0.2459016393442623	0.13114754098360656	0.20491803278688525	0.27049180327868855	0.02459016393442623	0.1557377049180328	0.30327868852459017	0.1721311475409836	0.12295081967213115	0.32786885245901637	0.1721311475409836	0.14754098360655737"
"sp|P0AFW0|RFAH_ECOLI	0.2484472049689441	0.19875776397515527	0.2236024844720497	0.2795031055900621	0.22981366459627328	0.2111801242236025	0.19875776397515527	0.2857142857142857	0.15527950310559005	0.2236024844720497	0.2981366459627329	0.11180124223602485	0.3416149068322981	0.14285714285714285	0.13043478260869565	0.22981366459627328	0.2795031055900621	0.13043478260869565	0.16770186335403728	0.2919254658385093	0.19254658385093168	0.2546583850931677	0.18012422360248448	0.2236024844720497	0.17391304347826086	0.2360248447204969	0.2360248447204969	0.2670807453416149	0.13043478260869565	0.2732919254658385	0.16770186335403728	0.031055900621118012	0.18012422360248448	0.2732919254658385	0.2236024844720497	0.13664596273291926	0.2981366459627329	0.21739130434782608	0.14906832298136646"
"sp|P0C0V0|DEGP_ECOLI	0.2452431289640592	0.20084566596194503	0.2452431289640592	0.2536997885835095	0.23044397463002114	0.15010570824524314	0.18181818181818182	0.3107822410147992	0.06976744186046512	0.2135306553911205	0.2959830866807611	0.15856236786469344	0.3657505285412262	0.11839323467230443	0.046511627906976744	0.2452431289640592	0.23890063424947147	0.20718816067653276	0.18604651162790697	0.24735729386892177	0.23678646934460887	0.3276955602536998	0.13742071881606766	0.1226215644820296	0.24312896405919662	0.21141649048625794	0.2346723044397463	0.3382663847780127	0.1014799154334038	0.15856236786469344	0.1416490486257928	0.010570824524312896	0.14587737843551796	0.1733615221987315	0.25792811839323465	0.1733615221987315	0.321353065539112	0.17758985200845667	0.12473572938689217"
"sp|P0CX45|RL2A_YEAST	0.30039525691699603	0.13043478260869565	0.1976284584980237	0.3241106719367589	0.1225296442687747	0.19367588932806323	0.22529644268774704	0.2134387351778656	0.10276679841897234	0.25691699604743085	0.17391304347826086	0.1857707509881423	0.40711462450592883	0.07114624505928854	0.07114624505928854	0.2608695652173913	0.1857707509881423	0.13438735177865613	0.20948616600790515	0.2608695652173913	0.21739130434782608	0.233201581027668	0.2450592885375494	0.19367588932806323	0.1857707509881423	0.17391304347826086	0.2727272727272727	0.2134387351778656	0.21739130434782608	0.22134387351778656	0.2924901185770751	0.023715415019762844	0.08300395256916997	0.17786561264822134	0.30039525691699603	0.13043478260869565	0.2766798418972332	0.1976284584980237	0.1541501976284585"
"sp|P0CY35|EF1A1_CANAL	0.22975929978118162	0.21444201312910285	0.22538293216630198	0.3238512035010941	0.17943107221006566	0.1838074398249453	0.28665207877461707	0.22975929978118162	0.12035010940919037	0.18599562363238512	0.3150984682713348	0.15098468271334792	0.32166301969365424	0.16630196936542668	0.08315098468271334	0.24945295404814005	0.25601750547045954	0.16630196936542668	0.16411378555798686	0.2713347921225383	0.21663019693654267	0.2603938730853392	0.20787746170678337	0.18161925601750548	0.2188183807439825	0.24726477024070023	0.22319474835886213	0.2647702407002188	0.17286652078774617	0.21663019693654267	0.21663019693654267	0.0525164113785558	0.17943107221006566	0.25820568927789933	0.19693654266958424	0.2100656455142232	0.2975929978118162	0.19693654266958424	0.14660831509846828"
"sp|P10503|PUTA_SALTY	0.2532221379833207	0.1728582259287339	0.25094768764215314	0.26611068991660347	0.20621683093252463	0.19863532979529946	0.16376042456406367	0.3009855951478393	0.09021986353297953	0.24564063684609552	0.25473843821076575	0.18726307808946172	0.39651250947687644	0.10462471569370735	0.07278241091736164	0.25928733889310085	0.2259287338893101	0.18271417740712662	0.12964366944655042	0.3009855951478393	0.2001516300227445	0.3434420015163002	0.1728582259287339	0.16906747536012132	0.24184988627748294	0.2001516300227445	0.2441243366186505	0.31387414708112205	0.14329037149355572	0.19863532979529946	0.15314632297194844	0.02577710386656558	0.177407126611069	0.23805913570887036	0.25246398786959817	0.13646702047005307	0.29946929492039426	0.21986353297952996	0.12661106899166036"
"gi|129379|sp|P10809.2|CH60_HUMAN	0.21678321678321677	0.2097902097902098	0.24125874125874125	0.3129370629370629	0.19055944055944055	0.17482517482517482	0.28146853146853146	0.2534965034965035	0.10839160839160839	0.19405594405594406	0.28846153846153844	0.17657342657342656	0.3793706293706294	0.12062937062937062	0.045454545454545456	0.22202797202797203	0.23251748251748253	0.21503496503496503	0.13111888111888112	0.28846153846153844	0.21153846153846154	0.30594405594405594	0.18006993006993008	0.14160839160839161	0.24475524475524477	0.2202797202797203	0.2097902097902098	0.3146853146853147	0.16083916083916083	0.16083916083916083	0.18006993006993008	0.0472027972027972	0.19755244755244755	0.229020979020979	0.26223776223776224	0.13986013986013987	0.32867132867132864	0.19055944055944055	0.0979020979020979"
"sp|P11325|SYLM_YEAST	0.23404255319148937	0.23068309070548712	0.23404255319148937	0.2597984322508399	0.23292273236282196	0.2127659574468085	0.20940649496080627	0.2810750279955207	0.14669652855543114	0.1534154535274356	0.3538633818589026	0.12430011198208286	0.3146696528555431	0.1769316909294513	0.09182530795072788	0.24076147816349383	0.2866741321388578	0.1511758118701008	0.15677491601343785	0.2877939529675252	0.2038073908174692	0.2620380739081747	0.17245240761478164	0.21724524076147816	0.20940649496080627	0.2687569988801792	0.2116461366181411	0.2642777155655095	0.1433370660694289	0.24636058230683092	0.20044792833146696	0.029115341545352745	0.1948488241881299	0.24972004479283313	0.23404255319148937	0.1713325867861142	0.2765957446808511	0.20940649496080627	0.1881298992161254"
"sp|P11415|QOR_CAVPO	0.1951219512195122	0.1951219512195122	0.25	0.2682926829268293	0.1951219512195122	0.17073170731707318	0.2530487804878049	0.2530487804878049	0.10670731707317073	0.18597560975609756	0.2896341463414634	0.19207317073170732	0.36585365853658536	0.16463414634146342	0.07317073170731707	0.20426829268292682	0.2530487804878049	0.19207317073170732	0.125	0.3079268292682927	0.2225609756097561	0.28353658536585363	0.19207317073170732	0.17378048780487804	0.2621951219512195	0.21951219512195122	0.18902439024390244	0.2652439024390244	0.1676829268292683	0.19817073170731708	0.16158536585365854	0.027439024390243903	0.14939024390243902	0.2347560975609756	0.20426829268292682	0.20426829268292682	0.27439024390243905	0.24390243902439024	0.11585365853658537"
"sp|P11980|KPYM_RAT	0.2622641509433962	0.22075471698113208	0.20754716981132076	0.28867924528301886	0.1641509433962264	0.18867924528301888	0.2490566037735849	0.23018867924528302	0.11886792452830189	0.22641509433962265	0.2811320754716981	0.16226415094339622	0.3849056603773585	0.12641509433962264	0.06981132075471698	0.2358490566037736	0.27169811320754716	0.15283018867924528	0.1509433962264151	0.33584905660377357	0.17547169811320754	0.2830188679245283	0.19433962264150945	0.17358490566037735	0.19056603773584907	0.2528301886792453	0.24150943396226415	0.269811320754717	0.15660377358490565	0.21132075471698114	0.20754716981132076	0.018867924528301886	0.22264150943396227	0.27169811320754716	0.2358490566037736	0.1471698113207547	0.3264150943396226	0.22075471698113208	0.15660377358490565"
"sp|P12063|SYYM_NEUCR	0.26047904191616766	0.18263473053892215	0.19760479041916168	0.27994011976047906	0.20209580838323354	0.15568862275449102	0.22904191616766467	0.24550898203592814	0.10179640718562874	0.19311377245508982	0.28293413173652693	0.12724550898203593	0.36377245508982037	0.11526946107784432	0.0688622754491018	0.25748502994011974	0.2275449101796407	0.14520958083832336	0.1601796407185629	0.27994011976047906	0.19910179640718562	0.23502994011976047	0.20508982035928144	0.20808383233532934	0.19161676646706588	0.218562874251497	0.23353293413173654	0.23652694610778444	0.17964071856287425	0.23353293413173654	0.20209580838323354	0.02844311377245509	0.1751497005988024	0.23353293413173654	0.22604790419161677	0.13922155688622753	0.26646706586826346	0.20808383233532934	0.17664670658682635"
"gi|349594718|gb|AEP90905.1|	0.20993227990970656	0.26410835214446954	0.22121896162528218	0.23702031602708803	0.27313769751693	0.18058690744920994	0.19187358916478556	0.3363431151241535	0.10835214446952596	0.2054176072234763	0.34988713318284426	0.14221218961625282	0.36343115124153497	0.1873589164785553	0.0654627539503386	0.21218961625282168	0.327313769751693	0.1399548532731377	0.13544018058690746	0.3476297968397291	0.20316027088036118	0.26410835214446954	0.17381489841986456	0.20993227990970656	0.19413092550790068	0.2979683972911964	0.18510158013544017	0.27765237020316025	0.14221218961625282	0.24153498871331827	0.17155756207674944	0.03160270880361174	0.23927765237020315	0.2528216704288939	0.24604966139954854	0.16478555304740405	0.3340857787810384	0.21670428893905191	0.1399548532731377"
"sp|P13299|TEV1_BPT4	0.2540983606557377	0.27049180327868855	0.1680327868852459	0.27459016393442626	0.22540983606557377	0.15163934426229508	0.26639344262295084	0.2459016393442623	0.11475409836065574	0.20901639344262296	0.35655737704918034	0.09836065573770492	0.27049180327868855	0.26229508196721313	0.04918032786885246	0.27049180327868855	0.28688524590163933	0.13524590163934427	0.15163934426229508	0.35655737704918034	0.1762295081967213	0.1598360655737705	0.21311475409836064	0.22540983606557377	0.1557377049180328	0.29918032786885246	0.2336065573770492	0.20081967213114754	0.1721311475409836	0.26639344262295084	0.29508196721311475	0.04918032786885246	0.14754098360655737	0.22540983606557377	0.21721311475409835	0.1762295081967213	0.3442622950819672	0.1762295081967213	0.18032786885245902"
"sp|P13569|CFTR_HUMAN	0.1926977687626775	0.19945909398242057	0.2535496957403651	0.2028397565922921	0.2542258282623394	0.1845841784989858	0.17985125084516565	0.31643002028397565	0.11291413116970926	0.14942528735632185	0.3198106828938472	0.145368492224476	0.3144016227180527	0.15889114266396215	0.09939148073022312	0.2035158891142664	0.2413793103448276	0.2021636240703178	0.13252197430696416	0.31237322515212984	0.16091954022988506	0.2812711291413117	0.1744421906693712	0.20081135902636918	0.23732251521298176	0.22785665990534146	0.17917511832319136	0.27518593644354294	0.15077755240027046	0.2244759972954699	0.17647058823529413	0.02231237322515213	0.15077755240027046	0.2535496957403651	0.21433400946585532	0.1534820824881677	0.25625422582826235	0.2244759972954699	0.1359026369168357"
