"#	hydrophobicity_PRAM900101.G1	hydrophobicity_PRAM900101.G2	hydrophobicity_PRAM900101.G3	hydrophobicity_ARGP820101.G1	hydrophobicity_ARGP820101.G2	hydrophobicity_ARGP820101.G3	hydrophobicity_ZIMJ680101.G1	hydrophobicity_ZIMJ680101.G2	hydrophobicity_ZIMJ680101.G3	hydrophobicity_PONP930101.G1	hydrophobicity_PONP930101.G2	hydrophobicity_PONP930101.G3	hydrophobicity_CASG920101.G1	hydrophobicity_CASG920101.G2	hydrophobicity_CASG920101.G3	hydrophobicity_ENGD860101.G1	hydrophobicity_ENGD860101.G2	hydrophobicity_ENGD860101.G3	hydrophobicity_FASG890101.G1	hydrophobicity_FASG890101.G2	hydrophobicity_FASG890101.G3	normwaalsvolume.G1	normwaalsvolume.G2	normwaalsvolume.G3	polarity.G1	polarity.G2	polarity.G3	polarizability.G1	polarizability.G2	polarizability.G3	charge.G1	charge.G2	charge.G3	secondarystruct.G1	secondarystruct.G2	secondarystruct.G3	solventaccess.G1	solventaccess.G2	solventaccess.G3"
"sp|O95232|LC7L3_HUMAN	0.5462962962962963	0.2824074074074074	0.17129629629629634	0.4675925925925926	0.4027777777777778	0.12962962962962965	0.6805555555555556	0.19212962962962962	0.1273148148148148	0.5347222222222222	0.2777777777777778	0.1875	0.75	0.19444444444444445	0.05555555555555555	0.5972222222222222	0.2337962962962963	0.16898148148148148	0.6365740740740741	0.11342592592592593	0.25	0.3263888888888889	0.3287037037037037	0.34490740740740744	0.1875	0.24305555555555555	0.5694444444444444	0.2986111111111111	0.35648148148148145	0.3449074074074074	0.2708333333333333	0.5208333333333334	0.20833333333333337	0.5995370370370371	0.1412037037037037	0.2592592592592592	0.2361111111111111	0.5462962962962963	0.21759259259259256"
"sp|P12314|FCGR1_HUMAN	0.29411764705882354	0.3689839572192513	0.3368983957219251	0.4144385026737968	0.2807486631016043	0.3048128342245989	0.5320855614973262	0.1925133689839572	0.27540106951871657	0.446524064171123	0.18449197860962566	0.36898395721925137	0.5614973262032086	0.3235294117647059	0.11497326203208552	0.3983957219251337	0.29411764705882354	0.30748663101604273	0.3422459893048128	0.2192513368983957	0.4385026737967914	0.3502673796791444	0.4037433155080214	0.24598930481283415	0.3689839572192513	0.3048128342245989	0.3262032085561498	0.2914438502673797	0.4625668449197861	0.24598930481283415	0.10695187165775401	0.7914438502673797	0.10160427807486627	0.44919786096256686	0.30213903743315507	0.24866310160427807	0.42780748663101603	0.29411764705882354	0.2780748663101605"
"sp|Q0JRZ9|FCHO2_HUMAN	0.3234567901234568	0.4148148148148148	0.26172839506172835	0.4419753086419753	0.3	0.2580246913580247	0.5567901234567901	0.19382716049382717	0.2493827160493827	0.5407407407407407	0.17037037037037037	0.28888888888888886	0.6197530864197531	0.2765432098765432	0.10370370370370369	0.42962962962962964	0.3172839506172839	0.2530864197530865	0.39012345679012345	0.22962962962962963	0.38024691358024687	0.4246913580246914	0.3567901234567901	0.2185185185185185	0.28888888888888886	0.37160493827160496	0.3395061728395062	0.3506172839506173	0.4308641975308642	0.2185185185185185	0.11481481481481481	0.7654320987654321	0.11975308641975313	0.41728395061728396	0.2617283950617284	0.32098765432098764	0.3654320987654321	0.3234567901234568	0.31111111111111117"
"sp|Q9NWQ8|PHAG1_HUMAN	0.3541666666666667	0.42592592592592593	0.21990740740740733	0.5162037037037037	0.2638888888888889	0.21990740740740738	0.6180555555555556	0.16435185185185186	0.21759259259259256	0.5740740740740741	0.18287037037037038	0.24305555555555555	0.6736111111111112	0.2569444444444444	0.06944444444444442	0.46064814814814814	0.32175925925925924	0.21759259259259262	0.43287037037037035	0.24074074074074073	0.32638888888888895	0.46296296296296297	0.3611111111111111	0.17592592592592587	0.24305555555555555	0.38425925925925924	0.3726851851851852	0.37962962962962965	0.4444444444444444	0.17592592592592593	0.09259259259259259	0.7337962962962963	0.17361111111111116	0.4375	0.21064814814814814	0.35185185185185186	0.3287037037037037	0.3541666666666667	0.3171296296296296"
"sp|Q8N697|S15A4_HUMAN	0.19584055459272098	0.42980935875216636	0.37435008665511266	0.3310225303292894	0.32582322357019067	0.3431542461005199	0.5199306759098787	0.15251299826689774	0.3275563258232235	0.31369150779896016	0.2824956672443674	0.4038128249566724	0.4540727902946274	0.3830155979202773	0.1629116117850954	0.28422876949740034	0.35701906412478335	0.35875216637781626	0.24090121317157712	0.21317157712305027	0.5459272097053727	0.43327556325823224	0.3396880415944541	0.22703639514731366	0.4038128249566724	0.3847487001733102	0.21143847487001743	0.36741767764298094	0.4055459272097054	0.22703639514731366	0.07972270363951472	0.8648180242634316	0.0554592720970537	0.43500866551126516	0.30155979202772965	0.2634315424610052	0.5736568457538995	0.19584055459272098	0.2305025996533795"
"sp|Q14103|HNRPD_HUMAN	0.352112676056338	0.4676056338028169	0.1802816901408451	0.5070422535211268	0.29859154929577464	0.1943661971830986	0.6422535211267606	0.17746478873239438	0.18028169014084502	0.4619718309859155	0.29859154929577464	0.23943661971830982	0.6647887323943662	0.24507042253521127	0.09014084507042253	0.4535211267605634	0.38028169014084506	0.1661971830985915	0.38591549295774646	0.27887323943661974	0.33521126760563386	0.4450704225352113	0.27605633802816903	0.2788732394366196	0.23943661971830985	0.39436619718309857	0.36619718309859156	0.4084507042253521	0.3126760563380282	0.2788732394366197	0.1295774647887324	0.7436619718309859	0.12676056338028163	0.4084507042253521	0.23380281690140844	0.3577464788732394	0.4028169014084507	0.352112676056338	0.24507042253521127"
"sp|O60669|MOT2_HUMAN	0.20502092050209206	0.41422594142259417	0.38075313807531375	0.3389121338912134	0.30962343096234307	0.3514644351464436	0.46234309623430964	0.19874476987447698	0.33891213389121344	0.3723849372384937	0.20502092050209206	0.42259414225941416	0.48535564853556484	0.3577405857740586	0.15690376569037662	0.3158995815899582	0.3158995815899582	0.3682008368200837	0.26359832635983266	0.2217573221757322	0.5146443514644351	0.399581589958159	0.34309623430962344	0.2573221757322176	0.4225941422594142	0.3619246861924686	0.21548117154811725	0.3263598326359833	0.41631799163179917	0.2573221757322175	0.08786610878661087	0.8556485355648535	0.05648535564853563	0.3786610878661088	0.32217573221757323	0.299163179916318	0.5125523012552301	0.20502092050209206	0.2824267782426778"
"sp|P31943|HNRH1_HUMAN	0.30957683741648107	0.44766146993318484	0.24276169265033404	0.46993318485523383	0.2962138084632517	0.23385300668151449	0.6080178173719376	0.16258351893095768	0.2293986636971047	0.39643652561247217	0.30734966592427615	0.2962138084632516	0.6124721603563474	0.2828507795100223	0.10467706013363026	0.42761692650334077	0.33407572383073497	0.23830734966592432	0.34966592427616927	0.26280623608017817	0.38752783964365256	0.43207126948775054	0.289532293986637	0.27839643652561247	0.2962138084632517	0.3674832962138085	0.3363028953229398	0.3830734966592428	0.33853006681514475	0.2783964365256124	0.10467706013363029	0.7728285077951003	0.12249443207126942	0.38752783964365256	0.24944320712694878	0.36302895322939865	0.4209354120267261	0.30957683741648107	0.2694877505567928"
"sp|P47813|IF1AX_HUMAN	0.4930555555555556	0.25	0.2569444444444444	0.4513888888888889	0.3194444444444444	0.22916666666666674	0.5763888888888888	0.2013888888888889	0.22222222222222227	0.4861111111111111	0.22916666666666666	0.2847222222222222	0.6527777777777778	0.2222222222222222	0.125	0.5555555555555556	0.19444444444444445	0.24999999999999997	0.4513888888888889	0.2013888888888889	0.34722222222222227	0.3541666666666667	0.3680555555555556	0.2777777777777777	0.2847222222222222	0.20833333333333334	0.5069444444444444	0.3194444444444444	0.4027777777777778	0.2777777777777778	0.18055555555555555	0.5972222222222222	0.2222222222222222	0.4513888888888889	0.2152777777777778	0.33333333333333337	0.3819444444444444	0.4930555555555556	0.125"
"sp|Q9UJ71|CLC4K_HUMAN	0.3201219512195122	0.3597560975609756	0.32012195121951226	0.4115853658536585	0.2896341463414634	0.29878048780487804	0.5365853658536586	0.19207317073170732	0.2713414634146341	0.49085365853658536	0.16158536585365854	0.3475609756097561	0.5792682926829268	0.2896341463414634	0.13109756097560982	0.4146341463414634	0.2926829268292683	0.2926829268292684	0.35060975609756095	0.22865853658536586	0.4207317073170732	0.3780487804878049	0.3932926829268293	0.22865853658536583	0.3475609756097561	0.3231707317073171	0.32926829268292684	0.3048780487804878	0.46646341463414637	0.22865853658536578	0.10975609756097561	0.7896341463414634	0.10060975609756095	0.4115853658536585	0.2896341463414634	0.29878048780487804	0.42073170731707316	0.3201219512195122	0.2591463414634147"
"sp|P08603|CFAH_HUMAN	0.31275385865150285	0.40129975629569453	0.2859463850528026	0.41835905767668563	0.29975629569455725	0.2818846466287572	0.5166531275385865	0.22258326563769293	0.2607636068237206	0.479285134037368	0.17790414297319251	0.34281072298943943	0.6019496344435419	0.22989439480097482	0.1681559707554833	0.4662875710804224	0.2688870836718115	0.2648253452477661	0.34037367993501216	0.26157595450852966	0.39805036555645823	0.43135662063363117	0.31681559707554835	0.2518277822908204	0.3428107229894395	0.32168968318440294	0.33549959382615757	0.2908204711616572	0.45735174654752236	0.2518277822908204	0.10966693744922827	0.7709179528838342	0.11941510966693747	0.3436230706742486	0.3379366368805849	0.31844029244516653	0.3793663688058489	0.31275385865150285	0.3078797725426483"
"sp|Q13190|STX5_HUMAN	0.3436619718309859	0.3408450704225352	0.3154929577464789	0.4197183098591549	0.30985915492957744	0.27042253521126763	0.5549295774647888	0.17746478873239438	0.2676056338028169	0.48169014084507045	0.18873239436619718	0.3295774647887324	0.5802816901408451	0.30140845070422534	0.11830985915492959	0.4140845070422535	0.27323943661971833	0.31267605633802814	0.4084507042253521	0.17183098591549295	0.4197183098591549	0.36619718309859156	0.4140845070422535	0.21971830985915497	0.3295774647887324	0.30985915492957744	0.36056338028169016	0.3211267605633803	0.4591549295774648	0.21971830985915491	0.12112676056338029	0.7746478873239436	0.10422535211267603	0.476056338028169	0.2563380281690141	0.2676056338028169	0.4028169014084507	0.3436619718309859	0.2535211267605634"
"sp|O75821|EIF3G_HUMAN	0.38125	0.378125	0.24062500000000003	0.453125	0.296875	0.25	0.584375	0.178125	0.23750000000000002	0.540625	0.203125	0.25625	0.675	0.2125	0.11249999999999996	0.478125	0.29375	0.22812499999999997	0.40625	0.26875	0.325	0.440625	0.31875	0.24062499999999998	0.25625	0.353125	0.390625	0.353125	0.40625	0.24062499999999998	0.15	0.690625	0.15937499999999993	0.41875	0.25625	0.32500000000000007	0.359375	0.38125	0.259375"
"sp|Q12934|BFSP1_HUMAN	0.41654135338345866	0.3593984962406015	0.22406015037593985	0.4496240601503759	0.318796992481203	0.23157894736842105	0.6105263157894737	0.1593984962406015	0.2300751879699248	0.518796992481203	0.23308270676691728	0.24812030075187969	0.649624060150376	0.28421052631578947	0.06616541353383454	0.512781954887218	0.2646616541353383	0.22255639097744367	0.4631578947368421	0.18646616541353384	0.35037593984962406	0.37593984962406013	0.41654135338345866	0.2075187969924812	0.24812030075187969	0.318796992481203	0.43308270676691724	0.31278195488721805	0.47969924812030074	0.2075187969924812	0.1443609022556391	0.6661654135338346	0.18947368421052624	0.5518796992481203	0.20300751879699247	0.24511278195488723	0.3593984962406015	0.41654135338345866	0.22406015037593985"
"sp|O75387|LAT3_HUMAN	0.20930232558139536	0.3953488372093023	0.3953488372093023	0.37209302325581395	0.2772808586762075	0.35062611806797855	0.5044722719141324	0.16100178890876565	0.334525939177102	0.3685152057245081	0.2075134168157424	0.42397137745974955	0.4865831842576029	0.3595706618962433	0.15384615384615374	0.29695885509839	0.32379248658318427	0.3792486583184258	0.24865831842576028	0.23792486583184258	0.5134168157423972	0.40966010733452596	0.36493738819320215	0.2254025044722719	0.42397137745974955	0.3542039355992844	0.22182468694096602	0.3363148479427549	0.43828264758497315	0.22540250447227195	0.06797853309481217	0.8676207513416816	0.06440071556350624	0.4186046511627907	0.31663685152057247	0.26475849731663675	0.5152057245080501	0.20930232558139536	0.2754919499105545"
"sp|Q13651|I10R1_HUMAN	0.2647058823529412	0.43771626297577854	0.29757785467128034	0.4411764705882353	0.2508650519031142	0.3079584775086505	0.5570934256055363	0.15051903114186851	0.2923875432525952	0.4757785467128028	0.20588235294117646	0.3183391003460207	0.5916955017301038	0.29238754325259514	0.1159169550173011	0.3892733564013841	0.328719723183391	0.28200692041522485	0.34429065743944637	0.24740484429065743	0.4083044982698961	0.45501730103806226	0.35294117647058826	0.19204152249134948	0.31833910034602075	0.3875432525951557	0.29411764705882354	0.35813148788927335	0.44982698961937717	0.19204152249134943	0.07612456747404844	0.8096885813148789	0.11418685121107264	0.4013840830449827	0.25432525951557095	0.3442906574394464	0.4273356401384083	0.2647058823529412	0.3079584775086505"
"sp|O43663|PRC1_HUMAN	0.41451612903225804	0.29838709677419356	0.28709677419354834	0.4290322580645161	0.3225806451612903	0.24838709677419363	0.5709677419354838	0.19193548387096773	0.23709677419354844	0.5080645161290323	0.1870967741935484	0.30483870967741933	0.6161290322580645	0.2806451612903226	0.10322580645161294	0.4870967741935484	0.23709677419354838	0.2758064516129033	0.45483870967741935	0.16129032258064516	0.3838709677419355	0.31290322580645163	0.4338709677419355	0.2532258064516128	0.30483870967741933	0.26129032258064516	0.4338709677419355	0.25806451612903225	0.48870967741935484	0.2532258064516129	0.15161290322580645	0.6887096774193548	0.1596774193548387	0.5612903225806452	0.21935483870967742	0.21935483870967742	0.3580645161290323	0.41451612903225804	0.22741935483870962"
"sp|O15400|STX7_HUMAN	0.421455938697318	0.2950191570881226	0.2835249042145594	0.4789272030651341	0.27586206896551724	0.24521072796934862	0.6130268199233716	0.14942528735632185	0.23754789272030655	0.5210727969348659	0.18007662835249041	0.29885057471264376	0.6283524904214559	0.2413793103448276	0.1302681992337165	0.4827586206896552	0.2413793103448276	0.2758620689655171	0.4674329501915709	0.16091954022988506	0.3716475095785441	0.32567049808429116	0.4789272030651341	0.19540229885057475	0.2988505747126437	0.26436781609195403	0.4367816091954022	0.28735632183908044	0.5172413793103449	0.1954022988505747	0.11877394636015326	0.7394636015325671	0.14176245210727967	0.4942528735632184	0.26053639846743293	0.24521072796934873	0.36398467432950193	0.421455938697318	0.2145593869731801"
"sp|Q9H270|VPS11_HUMAN	0.34112646121147716	0.35069075451647186	0.308182784272051	0.3931987247608927	0.31562167906482463	0.2911795961742827	0.5185972369819342	0.19872476089266738	0.28267800212539845	0.4399574920297556	0.21253985122210414	0.3475026567481403	0.5483528161530287	0.32518597236981933	0.126461211477152	0.461211477151966	0.23910733262486716	0.29968119022316686	0.3740701381509033	0.1742826780021254	0.45164718384697133	0.35069075451647186	0.3804463336875664	0.26886291179596167	0.3475026567481403	0.2688629117959617	0.383634431455898	0.2879914984059511	0.44314558979808716	0.2688629117959618	0.11689691817215728	0.7577045696068013	0.12539851222104137	0.4824654622741764	0.2678002125398512	0.24973432518597238	0.4059511158342189	0.34112646121147716	0.252922422954304"
"sp|Q9GZU1|MCLN1_HUMAN	0.2413793103448276	0.3793103448275862	0.3793103448275862	0.3586206896551724	0.2896551724137931	0.3517241379310344	0.4844827586206897	0.17586206896551723	0.33965517241379306	0.3741379310344828	0.20517241379310344	0.42068965517241375	0.496551724137931	0.33793103448275863	0.16551724137931034	0.3603448275862069	0.27241379310344827	0.36724137931034484	0.28793103448275864	0.20862068965517241	0.503448275862069	0.39482758620689656	0.36379310344827587	0.2413793103448275	0.4206896551724138	0.3137931034482759	0.2655172413793104	0.30689655172413793	0.4517241379310345	0.2413793103448275	0.08448275862068966	0.8293103448275863	0.08620689655172409	0.3896551724137931	0.3310344827586207	0.2793103448275862	0.4862068965517241	0.2413793103448276	0.27241379310344827"
"sp|O14804|TAAR5_HUMAN	0.17804154302670624	0.3590504451038576	0.46290801186943614	0.27596439169139464	0.3115727002967359	0.41246290801186947	0.41839762611275966	0.19287833827893175	0.3887240356083086	0.3115727002967359	0.18397626112759644	0.5044510385756676	0.3887240356083086	0.3916913946587537	0.21958456973293772	0.2878338278931751	0.27299703264094954	0.4391691394658753	0.2166172106824926	0.17210682492581603	0.6112759643916914	0.3649851632047478	0.37388724035608306	0.2611275964391691	0.5044510385756676	0.29376854599406527	0.2017804154302671	0.2789317507418398	0.4599406528189911	0.26112759643916905	0.06824925816023739	0.8783382789317508	0.053412462908011826	0.40059347181008903	0.4035608308605341	0.1958456973293769	0.56973293768546	0.17804154302670624	0.25222551928783377"
"sp|Q15560|TCEA2_HUMAN	0.3779264214046823	0.34448160535117056	0.2775919732441472	0.38461538461538464	0.41471571906354515	0.20066889632107027	0.5785953177257525	0.22742474916387959	0.19397993311036796	0.47491638795986624	0.2408026755852843	0.2842809364548495	0.6120401337792643	0.2809364548494983	0.10702341137123744	0.44816053511705684	0.2809364548494983	0.2709030100334449	0.411371237458194	0.20066889632107024	0.38795986622073586	0.4214046822742475	0.3110367892976589	0.2675585284280937	0.2842809364548495	0.32441471571906355	0.3913043478260869	0.33444816053511706	0.3979933110367893	0.26755852842809363	0.17725752508361203	0.6889632107023411	0.13377926421404684	0.5083612040133779	0.2408026755852843	0.2508361204013378	0.3612040133779264	0.3779264214046823	0.2608695652173913"
"sp|Q9H492|MLP3A_HUMAN	0.3884297520661157	0.2809917355371901	0.33057851239669417	0.36363636363636365	0.3305785123966942	0.30578512396694213	0.47107438016528924	0.2231404958677686	0.30578512396694213	0.4793388429752066	0.15702479338842976	0.36363636363636365	0.5785123966942148	0.2809917355371901	0.14049586776859507	0.512396694214876	0.15702479338842976	0.3305785123966942	0.4297520661157025	0.1487603305785124	0.4214876033057851	0.2975206611570248	0.39669421487603307	0.30578512396694213	0.36363636363636365	0.2231404958677686	0.4132231404958677	0.2231404958677686	0.47107438016528924	0.30578512396694213	0.1487603305785124	0.71900826446281	0.1322314049586777	0.4628099173553719	0.2892561983471074	0.24793388429752067	0.35537190082644626	0.3884297520661157	0.2561983471074381"
"sp|O75923|DYSF_HUMAN	0.33125	0.3504807692307692	0.31826923076923075	0.3802884615384615	0.29086538461538464	0.32884615384615384	0.5177884615384616	0.1735576923076923	0.3086538461538461	0.45240384615384616	0.19663461538461538	0.35096153846153844	0.5721153846153846	0.2899038461538462	0.13798076923076924	0.4567307692307692	0.24519230769230768	0.29807692307692313	0.35865384615384616	0.21346153846153845	0.4278846153846153	0.38269230769230766	0.3581730769230769	0.2591346153846154	0.35096153846153844	0.29903846153846153	0.35000000000000003	0.29086538461538464	0.45	0.2591346153846154	0.11778846153846154	0.7403846153846154	0.14182692307692302	0.4341346153846154	0.2783653846153846	0.2875	0.4173076923076923	0.33125	0.25144230769230763"
"sp|P55017|S12A3_HUMAN	0.24583741429970618	0.38883447600391774	0.3653281096963761	0.3594515181194907	0.3036238981390793	0.33692458374143	0.5044074436826641	0.178256611165524	0.3173359451518119	0.3780607247796278	0.22331047992164543	0.39862879529872675	0.5004897159647405	0.32615083251714005	0.1733594515181195	0.3516160626836435	0.30264446620959845	0.345739471106758	0.277179236043095	0.22331047992164543	0.49951028403525954	0.39471106758080315	0.3633692458374143	0.24191968658178248	0.39862879529872675	0.3339862879529873	0.26738491674828596	0.32419196865817823	0.4338883447600392	0.2419196865817826	0.0901077375122429	0.8237022526934378	0.08619000979431934	0.38883447600391774	0.33104799216454456	0.2801175318315377	0.49657198824681686	0.24583741429970618	0.2575905974534769"
"sp|Q9Z1D1|EIF3G_MOUSE	0.38125	0.378125	0.24062500000000003	0.453125	0.29375	0.253125	0.58125	0.178125	0.24062499999999995	0.54375	0.2	0.25625000000000003	0.678125	0.209375	0.11250000000000002	0.48125	0.290625	0.22812500000000002	0.4125	0.265625	0.321875	0.440625	0.31875	0.24062499999999998	0.25625	0.353125	0.390625	0.35	0.409375	0.24062500000000003	0.15	0.6875	0.16249999999999998	0.41875	0.253125	0.32812500000000006	0.35625	0.38125	0.26250000000000007"
"sp|P60330|ESPL1_MOUSE	0.29084041548630785	0.3862134088762984	0.3229461756373938	0.3777148253068933	0.32058545797922566	0.30169971671388096	0.5514636449480642	0.16005665722379603	0.28847969782813976	0.421152030217186	0.23654390934844194	0.342304060434372	0.5368271954674221	0.3588290840415486	0.1043437204910293	0.3885741265344665	0.301699716713881	0.30972615675165255	0.3597733711048159	0.17705382436260622	0.4631728045325779	0.4183191690273843	0.3876298394711992	0.19405099150141647	0.34230406043437206	0.34513692162417375	0.31255901794145413	0.3295561850802644	0.4763928234183192	0.19405099150141641	0.1024551463644948	0.789423984891407	0.10812086874409821	0.5127478753541076	0.23040604343720492	0.25684608120868746	0.4697828139754485	0.29084041548630785	0.23937677053824363"
"sp|Q7TPS5|C2CD5_MOUSE	0.297244094488189	0.3838582677165354	0.3188976377952756	0.4104330708661417	0.31200787401574803	0.2775590551181103	0.5334645669291339	0.19586614173228348	0.27066929133858264	0.46062992125984253	0.19881889763779528	0.34055118110236215	0.5649606299212598	0.30708661417322836	0.1279527559055118	0.4015748031496063	0.28641732283464566	0.3120078740157481	0.33366141732283466	0.2312992125984252	0.43503937007874005	0.41437007874015747	0.37598425196850394	0.20964566929133865	0.3405511811023622	0.3405511811023622	0.3188976377952755	0.32677165354330706	0.46358267716535434	0.2096456692913386	0.09350393700787402	0.7903543307086615	0.11614173228346447	0.41437007874015747	0.2854330708661417	0.30019685039370086	0.42913385826771655	0.297244094488189	0.27362204724409445"
"sp|Q920F6|SMC1B_MOUSE	0.4407051282051282	0.25961538461538464	0.29967948717948717	0.4198717948717949	0.3269230769230769	0.25320512820512814	0.5248397435897436	0.22516025641025642	0.24999999999999997	0.5112179487179487	0.16666666666666666	0.3221153846153847	0.6025641025641025	0.27323717948717946	0.12419871794871801	0.5088141025641025	0.19471153846153846	0.29647435897435903	0.45592948717948717	0.1466346153846154	0.39743589743589736	0.2796474358974359	0.4551282051282051	0.265224358974359	0.32211538461538464	0.21314102564102563	0.46474358974358976	0.2403846153846154	0.49439102564102566	0.2652243589743589	0.16105769230769232	0.6738782051282052	0.16506410256410253	0.5456730769230769	0.24118589743589744	0.2131410256410257	0.37259615384615385	0.4407051282051282	0.18669871794871795"
"sp|Q99J21|MCLN1_MOUSE	0.25	0.36724137931034484	0.38275862068965516	0.3620689655172414	0.2896551724137931	0.34827586206896555	0.4844827586206897	0.1793103448275862	0.3362068965517241	0.3741379310344828	0.2	0.4258620689655172	0.4982758620689655	0.3275862068965517	0.17413793103448272	0.3603448275862069	0.2689655172413793	0.3706896551724138	0.296551724137931	0.20172413793103447	0.5017241379310345	0.38448275862068965	0.36379310344827587	0.25172413793103454	0.42586206896551726	0.3	0.27413793103448275	0.30689655172413793	0.4413793103448276	0.25172413793103443	0.09310344827586207	0.8172413793103448	0.08965517241379317	0.38448275862068965	0.3482758620689655	0.2672413793103449	0.4827586206896552	0.25	0.26724137931034475"
"sp|Q8JZX4|SPF45_MOUSE	0.4123456790123457	0.3530864197530864	0.23456790123456794	0.42962962962962964	0.3432098765432099	0.22716049382716053	0.5802469135802469	0.19506172839506172	0.22469135802469134	0.508641975308642	0.23209876543209876	0.2592592592592593	0.6617283950617284	0.25925925925925924	0.07901234567901233	0.5111111111111111	0.25679012345679014	0.23209876543209879	0.4666666666666667	0.19506172839506172	0.3382716049382716	0.4049382716049383	0.3432098765432099	0.25185185185185177	0.25925925925925924	0.31851851851851853	0.42222222222222217	0.3308641975308642	0.41728395061728396	0.2518518518518519	0.16790123456790124	0.6493827160493827	0.18271604938271613	0.47901234567901235	0.2123456790123457	0.308641975308642	0.362962962962963	0.4123456790123457	0.22469135802469137"
"sp|A2RSY1|KANL3_MOUSE	0.2591362126245847	0.46511627906976744	0.2757475083056479	0.4230343300110742	0.31561461794019935	0.2613510520487265	0.5725359911406424	0.17497231450719822	0.25249169435215946	0.4839424141749723	0.23588039867109634	0.28017718715393136	0.6101882613510521	0.3089700996677741	0.0808416389811738	0.3687707641196013	0.3643410852713178	0.2668881506090809	0.35437430786268	0.2558139534883721	0.3898117386489479	0.48615725359911405	0.3289036544850498	0.18493909191583607	0.28017718715393136	0.43521594684385384	0.2846068660022148	0.39424141749723146	0.42081949058693247	0.18493909191583602	0.10741971207087486	0.8084163898117387	0.08416389811738645	0.4330011074197121	0.2369878183831672	0.3300110741971207	0.4119601328903654	0.2591362126245847	0.3289036544850498"
"sp|Q9WV06|ANKR2_MOUSE	0.3932926829268293	0.3323170731707317	0.274390243902439	0.39939024390243905	0.3628048780487805	0.23780487804878048	0.5762195121951219	0.19207317073170732	0.23170731707317077	0.4451219512195122	0.27439024390243905	0.2804878048780488	0.5975609756097561	0.3353658536585366	0.06707317073170732	0.4817073170731707	0.25	0.2682926829268293	0.4054878048780488	0.19207317073170732	0.40243902439024387	0.3628048780487805	0.4054878048780488	0.23170731707317072	0.2804878048780488	0.2926829268292683	0.4268292682926829	0.3048780487804878	0.4634146341463415	0.23170731707317066	0.14939024390243902	0.6798780487804879	0.1707317073170731	0.5792682926829268	0.1798780487804878	0.2408536585365854	0.40853658536585363	0.3932926829268293	0.19817073170731714"
"sp|A2AHC3|CAMP1_MOUSE	0.3586337760910816	0.396584440227704	0.2447817836812144	0.42188488298545224	0.32827324478178366	0.2498418722327641	0.5635673624288425	0.1935483870967742	0.24288425047438328	0.5224541429475016	0.2137887413029728	0.26375711574952565	0.6325110689437066	0.28336495888678054	0.0841239721695129	0.48070841239721696	0.2814674256799494	0.23782416192283362	0.43833017077798864	0.1941808981657179	0.36748893105629343	0.42567994939911447	0.338393421884883	0.23592662871600256	0.2637571157495256	0.3485135989879823	0.3877292852624922	0.33586337760910817	0.4282099936748893	0.23592662871600245	0.1366223908918406	0.7191650853889943	0.14421252371916515	0.4857685009487666	0.20240354206198607	0.31182795698924726	0.3497786211258697	0.3586337760910816	0.2915876027830486"
"sp|P58735|S26A1_MOUSE	0.21875	0.39488636363636365	0.38636363636363635	0.3352272727272727	0.3494318181818182	0.3153409090909091	0.5042613636363636	0.1875	0.30823863636363635	0.3352272727272727	0.2556818181818182	0.4090909090909091	0.46448863636363635	0.4190340909090909	0.11647727272727276	0.30823863636363635	0.3125	0.37926136363636365	0.2741477272727273	0.1903409090909091	0.5355113636363636	0.42329545454545453	0.3806818181818182	0.19602272727272724	0.4090909090909091	0.3522727272727273	0.23863636363636354	0.3494318181818182	0.45454545454545453	0.19602272727272735	0.08238636363636363	0.84375	0.07386363636363635	0.45738636363636365	0.28267045454545453	0.2599431818181818	0.546875	0.21875	0.234375"
"sp|A2A5Z6|SMUF2_MOUSE	0.35427807486631013	0.339572192513369	0.30614973262032086	0.40641711229946526	0.29812834224598933	0.29545454545454536	0.5320855614973262	0.18983957219251338	0.27807486631016043	0.446524064171123	0.21256684491978609	0.34090909090909094	0.5882352941176471	0.28475935828877	0.1270053475935829	0.4799465240641711	0.23128342245989306	0.28877005347593576	0.35294117647058826	0.23529411764705882	0.41176470588235287	0.35294117647058826	0.37967914438502676	0.26737967914438493	0.3409090909090909	0.26871657754010697	0.3903743315508022	0.27540106951871657	0.4572192513368984	0.26737967914438504	0.1270053475935829	0.7513368983957219	0.12165775401069523	0.4264705882352941	0.2887700534759358	0.28475935828877	0.39705882352941174	0.35427807486631013	0.24866310160427818"
"sp|Q9CZA6|NDE1_MOUSE	0.42441860465116277	0.36046511627906974	0.2151162790697675	0.48546511627906974	0.29941860465116277	0.2151162790697675	0.6598837209302325	0.12790697674418605	0.21220930232558144	0.5232558139534884	0.2441860465116279	0.2325581395348837	0.6802325581395349	0.26744186046511625	0.052325581395348875	0.4941860465116279	0.2936046511627907	0.21220930232558138	0.47674418604651164	0.20348837209302326	0.31976744186046513	0.39825581395348836	0.37790697674418605	0.22383720930232553	0.23255813953488372	0.3372093023255814	0.4302325581395349	0.3488372093023256	0.4273255813953488	0.22383720930232565	0.14825581395348839	0.6802325581395349	0.17151162790697672	0.5436046511627907	0.1569767441860465	0.2994186046511628	0.3372093023255814	0.42441860465116277	0.2383720930232559"
